strategy_id,strategy_name,category,signal,structure,side,multi_leg,strike,dte,entry_window,exit_type,fill_mode,signals,filled,fill_rate,win_rate,profit_factor,exp_pnl_per_signal,total_pnl,survives,fail_reasons,data_mode,variant_id
S031,Short premium IV>80,directional_short,iv_rank_high,short_put,short,False,ATM,7,0930-1000,EOD,cancel,80,10,0.2127659574468085,0.9,406.3753422448334,1.5637236690595437,73.49501244579855,False,"fill<40%,sample<50",synthetic,S031|ATM|7DTE|0930-1000|EOD|cancel
S130,Short vol IV rank>80,volatility_greeks,iv_rank_high,short_put,short,False,ATM,7,0930-1000,EOD,cancel,80,16,0.3137254901960784,0.5,1.3237454766578722,1.4917901625177186,76.08129828840364,False,"fill<40%,sample<50,not_both_periods",synthetic,S130|ATM|7DTE|0930-1000|EOD|cancel
S028,Short put IV crush post event,directional_short,post_event_iv,short_put,short,False,ATM,7,0930-1000,EOD,cancel,80,15,0.2830188679245283,0.6,1.7652729933299207,1.4811841436737336,78.50275961470788,False,"fill<40%,sample<50",synthetic,S028|ATM|7DTE|0930-1000|EOD|cancel
S023,Short OTM put high IV,directional_short,iv_rank_high,short_put,short,False,ATM,7,0930-1000,EOD,cancel,80,17,0.3090909090909091,0.4117647058823529,1.1597667185329954,1.419000945607553,78.0450520084155,False,"fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S023|ATM|7DTE|0930-1000|EOD|cancel
S145,VIX call hedge,volatility_greeks,crash_hedge,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,3,0.16666666666666666,0.6666666666666666,3.036475081659882,1.3725329678181268,24.705593420726288,False,"fill<40%,sample<50",synthetic,S145|ATM|7DTE|0930-1000|EOD|cancel
S211,Fixed 1pct risk per trade,risk_overlay,gap_down,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,7,0.2692307692307692,0.5714285714285714,1.7071564795222258,1.0341778640336403,26.888624464874656,False,"fill<40%,sample<50",synthetic,S211|ATM|7DTE|0930-1000|EOD|cancel
S008,Long call MA pullback,directional_long,pullback_ma,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,5,0.2631578947368421,0.4,1.337788253027856,0.9912246169623568,18.833267722284774,False,"fill<40%,sample<50,not_both_periods",synthetic,S008|ATM|7DTE|0930-1000|EOD|cancel
S220,Sector correlation cap,risk_overlay,gap_down,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,4,0.14814814814814814,0.25,1.7131360295403733,0.7678436582815754,20.73177877360254,False,"fill<40%,sample<50,not_both_periods",synthetic,S220|ATM|7DTE|0930-1000|EOD|cancel
S196,Tick imbalance proxy,intraday,tape_imbalance,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,1,0.06666666666666667,1.0,999.0,0.4533361728967168,6.800042593450752,False,"fill<40%,sample<50,not_both_periods",synthetic,S196|ATM|7DTE|0930-1000|EOD|cancel
S184,Fade low vol gap long put,equity_signal,gap_up_low_vol,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,7,0.25,0.42857142857142855,1.1947423443671665,0.40405865483848125,11.313642335477468,False,"fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S184|ATM|7DTE|0930-1000|EOD|cancel
S014,Long put MACD bear cross,directional_long,macd_bear,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,6,0.24,0.5,1.1260674818172027,0.3974537256967636,9.936343142419085,False,"fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S014|ATM|7DTE|0930-1000|EOD|cancel
S158,CPI jobs ORB options,event_seasonality,macro_orb,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,8,0.3333333333333333,0.5,1.1372907606756812,0.33050843677487257,7.932202482596935,False,"fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S158|ATM|7DTE|0930-1000|EOD|cancel
S174,RubberBand long call EOD,equity_signal,rubber_band,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,4,0.16,0.25,1.2063772423871013,0.2929939521593408,7.324848803983518,False,"fill<40%,sample<50,not_both_periods",synthetic,S174|ATM|7DTE|0930-1000|EOD|cancel
S002,Long OTM call 5pct,directional_long,momentum,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,8,0.47058823529411764,0.5,1.0769324970902494,0.26131668735989966,4.442383685118298,False,"sample<50,not_both_periods,pf<1.2",synthetic,S002|ATM|7DTE|0930-1000|EOD|cancel
S011,Long call RSI oversold,directional_long,rsi_oversold,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,7,0.22580645161290322,0.2857142857142857,1.1100546132292701,0.24553723496527366,7.6116542839234995,False,"fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S011|ATM|7DTE|0930-1000|EOD|cancel
S175,RSIRecovery long call 3 DTE,equity_signal,rsi_recovery,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,3,0.16666666666666666,0.6666666666666666,1.108863240705067,0.10020670129434468,1.8037206232982035,False,"fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S175|ATM|7DTE|0930-1000|EOD|cancel
S010,Long put support break,directional_long,breakdown,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,2,0.1,0.5,0.6575469702745147,-0.18386366291992695,-3.6772732583985386,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S010|ATM|7DTE|0930-1000|EOD|cancel
S018,Long put sector laggard,directional_long,sector_laggard,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,2,0.09523809523809523,0.0,0.0,-0.2343783009289651,-4.921944319508268,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S018|ATM|7DTE|0930-1000|EOD|cancel
S003,Long deep OTM call,directional_long,momentum,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,3,0.15789473684210525,0.3333333333333333,0.692995755589601,-0.2657772096384067,-5.049766983129725,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S003|ATM|7DTE|0930-1000|EOD|cancel
S153,Dividend capture,event_seasonality,ex_div,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,4,0.18181818181818182,0.5,0.7332967040317258,-0.35187656162017594,-7.741284355643869,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S153|ATM|7DTE|0930-1000|EOD|cancel
S170,Pullback50 long call 3 DTE,equity_signal,pullback50,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,5,0.25,0.4,0.9061114291401752,-0.3598671548827532,-7.197343097655077,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S170|ATM|7DTE|0930-1000|EOD|cancel
S159,Month-end rebalance,event_seasonality,month_end,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,8,0.34782608695652173,0.5,0.8328381562069045,-0.534586584553476,-12.295491444729942,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S159|ATM|7DTE|0930-1000|EOD|cancel
S036,Short monthly call vs stock,directional_short,neutral,short_call,short,False,ATM,7,0930-1000,EOD,cancel,80,13,0.2708333333333333,0.38461538461538464,0.9267549875147935,-0.585776530899101,-28.11727348315689,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S036|ATM|7DTE|0930-1000|EOD|cancel
S191,Power hour momentum call,intraday,power_hour,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,2,0.07692307692307693,0.5,0.21665659582209523,-0.5999705826579733,-15.599235149107304,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S191|ATM|7DTE|0930-1000|EOD|cancel
S208,Vol weighted PCR skew,flow_sentiment,pcr_skew,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,4,0.15384615384615385,0.5,0.5406293966008753,-0.6694024633531862,-17.404464047182838,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S208|ATM|7DTE|0930-1000|EOD|cancel
S179,Regime corr reduced size,equity_signal,regime_corr,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,5,0.17857142857142858,0.6,0.7278227550751479,-0.6770517043180908,-18.957447720906544,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S179|ATM|7DTE|0930-1000|EOD|cancel
S210,13F lag overlay,flow_sentiment,fundamental_lag,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,7,0.3181818181818182,0.42857142857142855,0.7560907495181068,-0.7355714787657378,-16.182572532846233,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S210|ATM|7DTE|0930-1000|EOD|cancel
S177,Regime bull calls only,equity_signal,regime_bull,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,4,0.2,0.5,0.6762277077907353,-0.8577916087228594,-17.155832174457192,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S177|ATM|7DTE|0930-1000|EOD|cancel
S024,Short OTM call covered,directional_short,iv_rank_high,short_call,short,False,ATM,7,0930-1000,EOD,cancel,80,26,0.48148148148148145,0.46153846153846156,0.903882106530424,-0.9027305154175196,-48.74744783254604,False,"exp_pnl<=0,sample<50,not_both_periods,pf<1.2",synthetic,S024|ATM|7DTE|0930-1000|EOD|cancel
S205,GEX negative trend follow,flow_sentiment,gex_negative,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,5,0.22727272727272727,0.2,0.3324102224098485,-0.903199153205092,-19.87038137051202,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S205|ATM|7DTE|0930-1000|EOD|cancel
S187,First hour gap fade call,intraday,gap_down,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,5,0.21739130434782608,0.4,0.6258405450337197,-0.9278744601532118,-21.341112583523874,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S187|ATM|7DTE|0930-1000|EOD|cancel
S181,Signal low spread filter,equity_signal,gap_down,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,1,0.05,0.0,0.0,-0.9641864765645756,-19.28372953129151,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S181|ATM|7DTE|0930-1000|EOD|cancel
S198,Large opening print follow,intraday,open_print,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,6,0.23076923076923078,0.3333333333333333,0.44217282181249745,-0.9800309411066688,-25.480804468773385,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S198|ATM|7DTE|0930-1000|EOD|cancel
S148,Vol surface smile trade,volatility_greeks,skew_steep,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,1,0.045454545454545456,0.0,0.0,-0.9882326564393511,-21.741118441665723,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S148|ATM|7DTE|0930-1000|EOD|cancel
S193,10AM reversal call,intraday,ten_am_reversal,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,2,0.1,0.0,0.0,-1.0051866172155304,-20.103732344310608,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S193|ATM|7DTE|0930-1000|EOD|cancel
S212,Kelly half sizing,risk_overlay,gap_down,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,6,0.2222222222222222,0.16666666666666666,0.3772791531571808,-1.025836759446657,-27.697592505059745,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S212|ATM|7DTE|0930-1000|EOD|cancel
S190,Midday consolidation BO,intraday,midday_breakout,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,2,0.09090909090909091,0.0,0.0,-1.0472942918609849,-23.040474420941667,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S190|ATM|7DTE|0930-1000|EOD|cancel
S217,Stop minus 50pct premium,risk_overlay,gap_down,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,2,0.08,0.0,0.0,-1.057668677267477,-26.441716931686926,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S217|ATM|7DTE|0930-1000|EOD|cancel
S019,Long call 52wk high BO,directional_long,high_52w_break,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,3,0.1875,0.6666666666666666,0.532481649439445,-1.0614376139177912,-16.98300182268466,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S019|ATM|7DTE|0930-1000|EOD|cancel
S202,PCR contrarian bearish,flow_sentiment,pcr_low,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,3,0.13636363636363635,0.3333333333333333,0.5715439153866516,-1.134125524587683,-24.950761540929026,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S202|ATM|7DTE|0930-1000|EOD|cancel
S007,Long put crash hedge,directional_long,breakdown,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,3,0.14285714285714285,0.3333333333333333,0.021992559807004604,-1.1363776914381691,-23.863931520201557,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S007|ATM|7DTE|0930-1000|EOD|cancel
S016,Long put guidance gap,directional_long,earnings_negative,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,2,0.11764705882352941,0.0,0.0,-1.196001424022362,-20.332024208380155,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S016|ATM|7DTE|0930-1000|EOD|cancel
S165,GapDown long call 3 DTE,equity_signal,gap_down,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,5,0.2,0.4,0.3152345618332753,-1.247198344694375,-31.17995861735937,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S165|ATM|7DTE|0930-1000|EOD|cancel
S182,Signal OI filter,equity_signal,gap_down,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,4,0.2222222222222222,0.25,0.6434325464871592,-1.2489034584200303,-22.480262251560546,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S182|ATM|7DTE|0930-1000|EOD|cancel
S204,GEX positive fade,flow_sentiment,gex_positive,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,6,0.23076923076923078,0.3333333333333333,0.5364351838618249,-1.2549062218733398,-32.62756176870685,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S204|ATM|7DTE|0930-1000|EOD|cancel
S176,Seasonal calendar match DTE,equity_signal,seasonal,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,5,0.23809523809523808,0.4,0.54097703843609,-1.2892314812039214,-27.073861105282358,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S176|ATM|7DTE|0930-1000|EOD|cancel
S189,VWAP rejection long put,intraday,vwap_reject,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,5,0.16666666666666666,0.4,0.29366560934590696,-1.41609159833407,-42.4827479500221,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S189|ATM|7DTE|0930-1000|EOD|cancel
S215,Max 3 concurrent,risk_overlay,gap_down,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,6,0.24,0.5,0.5102139897893356,-1.438917940271591,-35.97294850678978,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S215|ATM|7DTE|0930-1000|EOD|cancel
S192,Power hour fade put,intraday,power_hour_fade,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,1,0.07142857142857142,0.0,0.0,-1.533018787010351,-21.462263018144917,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S192|ATM|7DTE|0930-1000|EOD|cancel
S188,VWAP reclaim long call,intraday,vwap_reclaim,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,6,0.23076923076923078,0.3333333333333333,0.36093818846912823,-1.536238123836235,-39.9421912197421,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S188|ATM|7DTE|0930-1000|EOD|cancel
S200,UOA put sweep follow,flow_sentiment,uoa_put,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,3,0.15,0.3333333333333333,0.08385345862800053,-1.5433057597031838,-30.866115194063685,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S200|ATM|7DTE|0930-1000|EOD|cancel
S006,Long OTM put hedge,directional_long,breakdown,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,6,0.2608695652173913,0.3333333333333333,0.19772011611487744,-1.5585807789013268,-35.84735791473052,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S006|ATM|7DTE|0930-1000|EOD|cancel
S001,Long ATM call,directional_long,momentum,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,3,0.13636363636363635,0.3333333333333333,0.0951684190618619,-1.6559242362656847,-36.43033319784507,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S001|ATM|7DTE|0930-1000|EOD|cancel
S199,UOA call sweep follow,flow_sentiment,uoa_call,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,4,0.18181818181818182,0.25,0.031121726162273582,-1.6894450891113715,-37.167791960450174,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S199|ATM|7DTE|0930-1000|EOD|cancel
S167,GapDown weak skip/half,equity_signal,gap_down_weak,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,6,0.23076923076923078,0.16666666666666666,0.3690599573961879,-1.7379491947891577,-45.186679064518096,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S167|ATM|7DTE|0930-1000|EOD|cancel
S004,Long ITM call replacement,directional_long,momentum,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,7,0.30434782608695654,0.42857142857142855,0.3584842681650026,-1.7925558798499075,-41.228785236547864,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S004|ATM|7DTE|0930-1000|EOD|cancel
S154,Ex-div short call avoid,event_seasonality,ex_div,short_call,short,False,ATM,7,0930-1000,EOD,cancel,80,17,0.2982456140350877,0.5882352941176471,0.7000531567072632,-1.7946385295484888,-102.29439618426393,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S154|ATM|7DTE|0930-1000|EOD|cancel
S216,Max 20pct premium at risk,risk_overlay,gap_down,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,4,0.15384615384615385,0.25,0.19620442123165527,-1.8297472407680158,-47.57342825996841,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S216|ATM|7DTE|0930-1000|EOD|cancel
S020,Long put 52wk low BD,directional_long,low_52w_break,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,4,0.17391304347826086,0.25,0.409901885100057,-1.8608960927271405,-42.80061013272424,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S020|ATM|7DTE|0930-1000|EOD|cancel
S201,PCR contrarian bullish,flow_sentiment,pcr_high,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,5,0.19230769230769232,0.2,0.0038629494594625232,-1.9486409394186182,-50.664664424884066,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S201|ATM|7DTE|0930-1000|EOD|cancel
S015,Long call earnings drift,directional_long,earnings_positive,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,9,0.3333333333333333,0.3333333333333333,0.5267335723517692,-2.167626280066051,-58.5259095617834,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S015|ATM|7DTE|0930-1000|EOD|cancel
S213,Tier0 1 contract 75 max,risk_overlay,gap_down,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,8,0.3333333333333333,0.375,0.5362133886117757,-2.223692660483275,-53.36862385159859,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S213|ATM|7DTE|0930-1000|EOD|cancel
S168,GapUp long put EOD,equity_signal,gap_up,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,3,0.17647058823529413,0.3333333333333333,0.1934389373276052,-2.366096466611362,-40.223639932393155,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S168|ATM|7DTE|0930-1000|EOD|cancel
S207,OI change breakout,flow_sentiment,oi_breakout,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,6,0.2727272727272727,0.16666666666666666,0.3781612031434014,-2.4275802783121967,-53.40676612286833,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S207|ATM|7DTE|0930-1000|EOD|cancel
S005,Long ATM put,directional_long,breakdown,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,2,0.125,0.0,0.0,-2.524294360750459,-40.388709772007346,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S005|ATM|7DTE|0930-1000|EOD|cancel
S166,GapDown strong call,equity_signal,gap_down_strong,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,4,0.18181818181818182,0.25,0.12869319639812957,-2.562036801356952,-56.36480962985295,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S166|ATM|7DTE|0930-1000|EOD|cancel
S013,Long call MACD bull cross,directional_long,macd_bull,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,5,0.17857142857142858,0.0,0.0,-2.679563495521542,-75.02777787460317,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S013|ATM|7DTE|0930-1000|EOD|cancel
S214,Tier1 2pct equity,risk_overlay,gap_down,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,4,0.18181818181818182,0.25,0.09415977971713481,-2.7303717464918473,-60.068178422820644,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S214|ATM|7DTE|0930-1000|EOD|cancel
S012,Long put RSI overbought,directional_long,rsi_overbought,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,4,0.2,0.25,0.14020058719709297,-2.7814618794041905,-55.629237588083804,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S012|ATM|7DTE|0930-1000|EOD|cancel
S161,Tax loss put premium Dec,event_seasonality,seasonal_dec,short_put,short,False,ATM,7,0930-1000,EOD,cancel,80,14,0.2641509433962264,0.5,0.6952828949109755,-2.9425466853283186,-155.95497432240086,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S161|ATM|7DTE|0930-1000|EOD|cancel
S169,VolumeSpike long call EOD,equity_signal,volume_spike,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,4,0.19047619047619047,0.25,0.23074308217755032,-2.981752199312306,-62.616796185558414,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S169|ATM|7DTE|0930-1000|EOD|cancel
S017,Long call sector leader,directional_long,sector_leader,long_single,long,False,ATM,7,0930-1000,EOD,cancel,80,5,0.29411764705882354,0.2,0.4315907515887637,-2.9906869552926674,-50.84167823997532,False,"exp_pnl<=0,fill<40%,sample<50,not_both_periods,pf<1.2",synthetic,S017|ATM|7DTE|0930-1000|EOD|cancel
