bucket_id,profile,buy_rule,sell_rule,take_profit_pct,stop_loss_pct,entries,exits,win_rate_pct,avg_return_pct,med_return_pct,best_return_pct,worst_return_pct,realized_usd,symbols,strategies,exit_reasons,status
45,c045_s174_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,INTC,S174,,entered_no_exit
46,c046_s174_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,INTC,S174,,entered_no_exit
47,c047_s174_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,,,,,,0,INTC,S174,,entered_no_exit
48,c048_s165_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,4,0,,,,,,0,INTC,S165,,entered_no_exit
49,c049_s165_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
50,c050_s165_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,3,0,,,,,,0,INTC,S165,,entered_no_exit
51,c051_s165_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
52,c052_s166_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
53,c053_s166_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
54,c054_s166_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
55,c055_s166_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
56,c056_s163_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
57,c057_s163_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
58,c058_s163_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
59,c059_s163_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
60,c060_s173_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,4,0,,,,,,0,T,S173,,entered_no_exit
61,c061_s173_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,T,S173,,entered_no_exit
62,c062_s173_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,T,S173,,entered_no_exit
63,c063_s173_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,,,,,,0,T,S173,,entered_no_exit
64,c064_s174_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,4,0,,,,,,0,INTC,S174,,entered_no_exit
65,c065_s174_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,2,2,0.0,-52.05,-52.05,-50.68,-53.42,-76.0,"INTC,PLTR",S174,stop_loss (-53.4%); stop_loss (-52.1%),closed
66,c066_s174_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,INTC,S174,,entered_no_exit
67,c067_s174_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,,,,,,0,INTC,S174,,entered_no_exit
68,c068_s165_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,4,0,,,,,,0,INTC,S165,,entered_no_exit
69,c069_s165_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
70,c070_s165_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,3,0,,,,,,0,INTC,S165,,entered_no_exit
71,c071_s165_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
72,c072_s166_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
73,c073_s166_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
74,c074_s166_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
75,c075_s166_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
76,c076_s163_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
77,c077_s163_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
78,c078_s163_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
79,c079_s163_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
80,c080_s173_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,4,0,,,,,,0,T,S173,,entered_no_exit
81,c081_s173_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,2,1,100.0,31.25,31.25,31.25,31.25,5.0,T,S173,EOD,closed
82,c082_s173_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,T,S173,EOD,closed
83,c083_s173_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,,,,,,0,T,S173,,entered_no_exit
84,c084_s174_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,10,0,,,,,,0,INTC,S174,,entered_no_exit
85,c085_s174_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,14,2,50.0,-18.41,-18.41,12.5,-49.32,-27.0,"INTC,PLTR",S174,stop_loss (-50.7%); EOD,closed
86,c086_s174_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,6,1,100.0,15.71,15.71,15.71,15.71,11.0,INTC,S174,EOD,closed
87,c087_s174_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,1,1,100.0,37.5,37.5,37.5,37.5,3.0,"INTC,PSKY",S174,EOD,closed
88,c088_s165_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,6,0,,,,,,0,INTC,S165,,entered_no_exit
89,c089_s165_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
90,c090_s165_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,3,1,100.0,27.08,27.08,27.08,27.08,13.0,INTC,S165,EOD,closed
91,c091_s165_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
92,c092_s166_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
93,c093_s166_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
94,c094_s166_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
95,c095_s166_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
96,c096_s163_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
97,c097_s163_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
98,c098_s163_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
99,c099_s163_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
