bucket_id,profile,buy_rule,sell_rule,take_profit_pct,stop_loss_pct,entries,exits,win_rate_pct,avg_return_pct,med_return_pct,best_return_pct,worst_return_pct,realized_usd,symbols,strategies,exit_reasons,status
25,c025_s174_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,2,2,0.0,-51.09,-51.09,-47.83,-54.35,-47.0,AVGO,S174,stop_loss (-52.1%); stop_loss (-56.2%),closed
26,c026_s174_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,2,1,0.0,-53.06,-53.06,-53.06,-53.06,-26.0,AVGO,S174,stop_loss (-54.2%),closed
27,c027_s174_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,,,,,,0,INTC,S174,,entered_no_exit
28,c028_s165_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,3,0,,,,,,0,INTC,S165,,entered_no_exit
29,c029_s165_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,INTC,S165,,entered_no_exit
30,c030_s165_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,HL,S165,,entered_no_exit
31,c031_s165_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
32,c032_s166_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
33,c033_s166_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
34,c034_s166_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
35,c035_s166_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
36,c036_s163_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
37,c037_s163_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
38,c038_s163_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
39,c039_s163_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
40,c040_s173_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,2,4,50.0,23.63,17.66,83.33,-24.14,19.0,"SMCI,T",S173,take_profit (+50.0%); take_profit (+52.8%); EOD…,closed
41,c041_s173_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,SMCI,S173,,entered_no_exit
42,c042_s173_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,AMD,S173,,entered_no_exit
43,c043_s173_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,,,,,,0,AMD,S173,,entered_no_exit
44,c044_s174_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
45,c045_s174_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
46,c046_s174_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,0,3,0.0,-89.66,-89.66,-89.66,-89.66,-156.0,INTC,S174,EOD; reconcile_fill; reconcile_fill,closed
47,c047_s174_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,1,10,10.0,-60.28,-78.88,62.5,-92.96,-428.0,"INTC,PSKY",S174,EOD; EOD; reconcile_fill…,closed
48,c048_s165_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,3,1,0.0,-53.52,-53.52,-53.52,-53.52,-38.0,INTC,S165,stop_loss (-53.5%),closed
49,c049_s165_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,2,1,0.0,-49.09,-49.09,-49.09,-49.09,-27.0,INTC,S165,stop_loss (-50.5%),closed
50,c050_s165_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,2,1,0.0,-24.24,-24.24,-24.24,-24.24,-16.0,HL,S165,EOD,closed
51,c051_s165_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
52,c052_s166_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
53,c053_s166_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
54,c054_s166_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
55,c055_s166_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
56,c056_s163_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
57,c057_s163_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
58,c058_s163_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
59,c059_s163_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
60,c060_s173_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,2,3,66.7,44.35,78.79,96.67,-42.42,41.0,"NEM,T",S173,take_profit (+63.9%); reconcile_fill; EOD,closed
61,c061_s173_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,SMCI,S173,,entered_no_exit
62,c062_s173_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,2,3,66.7,713.33,1100.0,1100.0,-60.0,107.0,AMD,S173,reconcile_fill; stop_loss (-60.0%); reconcile_fill,closed
63,c063_s173_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,1,0,,,,,,0,AMD,S173,,entered_no_exit
64,c064_s174_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,0,3,0.0,-93.33,-93.33,-93.33,-93.33,-168.0,INTC,S174,stop_loss (-94.9%); reconcile_fill; reconcile_fill,closed
65,c065_s174_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
66,c066_s174_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,1,1,0.0,-52.54,-52.54,-52.54,-52.54,-31.0,INTC,S174,stop_loss (-50.5%),closed
67,c067_s174_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,1,1,0.0,-45.76,-45.76,-45.76,-45.76,-27.0,INTC,S174,reconcile_fill,closed
68,c068_s165_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,2,2,0.0,-48.18,-48.18,-47.27,-49.09,-53.0,INTC,S165,stop_loss (-50.5%); stop_loss (-50.5%),closed
69,c069_s165_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,2,1,0.0,-43.64,-43.64,-43.64,-43.64,-24.0,INTC,S165,EOD,closed
70,c070_s165_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,1,2,50.0,-5.53,-5.53,8.33,-19.4,-9.0,"HL,INTC",S165,EOD; EOD,closed
71,c071_s165_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
72,c072_s166_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
73,c073_s166_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
74,c074_s166_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
75,c075_s166_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
76,c076_s163_w1_0928_1005_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
77,c077_s163_w2_1005_1045_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
78,c078_s163_w3_1045_1120_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
79,c079_s163_w4_1120_1135_r4,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
80,c080_s173_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,0,9,88.9,60.85,65.71,110.34,0.0,171.0,T,S173,EOD; take_profit (+61.1%); reconcile_fill…,closed
81,c081_s173_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,2,2,0.0,-24.59,-24.59,-22.95,-26.23,-30.0,SMCI,S173,EOD; reconcile_fill,closed
82,c082_s173_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
83,c083_s173_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,1,0,,,,,,0,AMD,S173,,entered_no_exit
84,c084_s174_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
85,c085_s174_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
86,c086_s174_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
87,c087_s174_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
88,c088_s165_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
89,c089_s165_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,INTC,S165,,entered_no_exit
90,c090_s165_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
91,c091_s165_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
92,c092_s166_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
93,c093_s166_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
94,c094_s166_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
95,c095_s166_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
96,c096_s163_w1_0928_1005_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
97,c097_s163_w2_1005_1045_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
98,c098_s163_w3_1045_1120_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
99,c099_s163_w4_1120_1135_r5,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
