strategy_id,strategy_name,dte_profile,recommendation,rationale,entries,exits,wins,losses,avg_return_pct,med_return_pct,p10_return_pct,p25_return_pct,p90_return_pct,realized_usd,active_days,days_since_first_entry,entries_last_5d,exits_last_5d,unique_symbols,top_symbol_share_pct
S206,GapDown_WithTrend,3d ATM gap-trend,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S208,GapDown_AboveMA200,3d ATM gap-ma200,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S213,MA_Bounce_200,3d ATM MA bounce 200,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S214,MA_Death_Cross,3d ATM death cross (put),watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S215,MA_Reclaim_200,3d ATM MA reclaim 200,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S219,Volume_Climax_Up,3d ATM vol climax up,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S220,Pullback50,3d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S221,GoldenPocket,3d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S368,BBSqueeze_0DTE,0d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S369,BBSqueeze_1DTE,1d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S370,BBSqueeze_2DTE,2d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S371,BBSqueeze_3DTE,3d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S372,BBSqueeze_5DTE,5d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S373,BBSqueeze_7DTE,7d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S374,BBSqueeze_14DTE,14d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S375,BBSqueeze_21DTE,21d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S376,BBSqueeze_30DTE,30d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S377,GapDownAggr_0DTE,0d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S378,GapDownAggr_1DTE,1d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S379,GapDownAggr_2DTE,2d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S380,GapDownAggr_3DTE,3d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S381,GapDownAggr_5DTE,5d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S382,GapDownAggr_7DTE,7d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S383,GapDownAggr_14DTE,14d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S384,GapDownAggr_21DTE,21d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S385,GapDownAggr_30DTE,30d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S386,VolClimax_0DTE,0d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S387,VolClimax_1DTE,1d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S388,VolClimax_2DTE,2d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S389,VolClimax_3DTE,3d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S390,VolClimax_5DTE,5d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S391,VolClimax_7DTE,7d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S392,VolClimax_14DTE,14d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S393,VolClimax_21DTE,21d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S394,VolClimax_30DTE,30d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S395,GapDown_ITM3,3d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S402,Any_High_Volume,3d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S409,RubberBand_ATM,3d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S413,BBSqueeze_ITM3,0d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S414,BBSqueeze_ITM2,3d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S415,BBSqueeze_ITM1,7d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S416,BBSqueeze_ATM,0d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S417,BBSqueeze_OTM1,3d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S418,BBSqueeze_OTM2,7d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S419,BBSqueeze_OTM3,3d,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S356,GapDown_14DTE,14d,watch,early sample with non-positive median,50,17,4,13,-17.21,-25.0,-52.49,-50.0,46.21,-151.0,4,33,2,0,4,35.3
S367,RubberBand_30DTE,30d,watch,insufficient sample (<8 exits),10,2,0,2,-38.2,-38.2,-48.75,-44.79,-27.64,-55.0,2,29,0,0,1,100.0
S365,RubberBand_14DTE,14d,watch,early sample with non-positive median,42,14,4,10,-5.7,-48.33,-77.5,-52.19,63.64,-144.0,4,33,6,2,4,42.9
S400,Any_Green_Close,3d,watch,insufficient sample (<8 exits),20,6,1,5,-33.91,-50.0,-66.67,-62.5,14.93,-5.0,2,33,0,0,2,83.3
S164,GapDown ATM 1-DTE — P2B arm,1d ATM,watch,insufficient sample (<8 exits),102,7,0,7,-65.32,-53.57,-88.89,-83.34,-49.23,-84.0,3,43,4,1,2,71.4
S366,RubberBand_21DTE,21d,watch,early sample with non-positive median,40,8,0,8,-54.46,-55.19,-58.31,-56.92,-49.12,-268.0,1,29,6,0,1,100.0
S410,RubberBand_OTM1,3d,watch,insufficient sample (<8 exits),22,4,1,3,-23.38,-58.46,-75.2,-70.89,56.51,-70.0,2,27,2,0,2,75.0
S202,GapDown_Monster,3d ATM gap-monster,watch,early sample with non-positive median,42,10,0,10,-57.46,-60.53,-74.54,-66.39,-37.62,-171.0,5,36,0,0,3,40.0
S209,GapDown_Recovery,3d ATM gap-recovery,watch,insufficient sample (<8 exits),30,6,0,6,-64.99,-61.46,-82.78,-69.36,-50.75,-210.0,2,35,0,0,2,83.3
S396,GapDown_ITM2,3d,watch,insufficient sample (<8 exits),22,1,0,1,-82.19,-82.19,-82.19,-82.19,-82.19,-60.0,1,27,4,0,1,100.0
S408,RubberBand_ITM1,3d,drop,non-positive median return,110,45,22,23,150.8,0.0,-69.49,-55.56,746.23,1104.0,7,30,4,2,7,22.2
S411,RubberBand_OTM2,3d,drop,non-positive median return,103,33,16,17,-14.45,0.0,-56.72,-51.67,37.88,-321.0,6,30,10,4,8,27.3
S412,RubberBand_OTM3,3d,drop,non-positive median return,109,32,13,19,11.52,-3.57,-51.79,-29.35,85.28,26.0,7,33,10,3,8,25.0
S398,GapDown_ATM,3d,drop,non-positive median return,115,42,21,21,29.18,-4.05,-68.29,-57.35,157.56,649.0,6,33,4,0,8,35.7
S210,MA_Cross_8_21,3d ATM MA cross 8/21,drop,non-positive median return,151,68,33,35,9.2,-5.3,-82.21,-51.32,68.78,-140.0,6,37,0,0,10,22.1
S361,RubberBand_2DTE,2d,drop,non-positive median return,109,35,17,18,21.68,-6.67,-70.41,-53.62,109.68,-64.0,5,33,8,1,7,31.4
S364,RubberBand_7DTE,7d,drop,non-positive median return,96,44,20,24,6.76,-24.1,-90.06,-63.64,86.77,-180.0,10,33,8,2,5,31.8
S174,RubberBand long call EOD,RubberBand (dropped),drop,non-positive median return,1075,119,43,76,-23.43,-25.0,-89.83,-71.19,36.67,-1658.19,3,58,0,0,6,50.4
S352,GapDown_2DTE,2d,drop,non-positive median return,118,34,15,19,8.06,-27.95,-83.88,-55.35,105.83,-73.0,7,33,10,2,7,32.4
S173,MomReversal long call,MomRev,drop,non-positive median return,1625,415,154,261,15.19,-31.51,-77.18,-62.95,101.9,62.64,8,58,0,0,12,27.5
S211,MA_Cross_21_50,3d ATM MA cross 21/50,drop,non-positive median return,120,41,12,29,34.05,-31.58,-81.13,-51.47,107.69,-203.0,8,37,0,0,9,36.6
S353,GapDown_3DTE,3d,drop,non-positive median return,92,21,9,12,5.63,-34.69,-84.62,-76.32,123.68,-22.0,5,33,10,1,5,42.9
S165,GapDown long call 3 DTE,3d ATM,drop,non-positive median return,1432,245,73,172,-6.01,-38.18,-63.39,-54.55,81.82,-1828.78,7,58,4,0,12,26.1
S405,GapDown_OTM3,3d,drop,manually paused — excluded from new entries & reflected P&L,115,56,19,37,-8.5,-42.86,-83.93,-65.2,103.47,-118.0,8,33,0,0,8,26.8
S355,GapDown_7DTE,7d,drop,non-positive median return,103,50,20,30,7.21,-44.94,-73.44,-63.41,133.86,135.0,8,33,7,1,7,24.0
S217,RSI_25_Bounce,3d ATM RSI<25 bounce,drop,non-positive median return,106,42,16,26,42.71,-46.15,-79.75,-60.0,162.37,380.0,9,37,8,2,4,71.4
S359,RubberBand_0DTE,0d,drop,non-positive median return,66,23,4,19,-26.76,-46.67,-71.43,-70.37,61.82,-323.0,3,30,4,0,4,43.5
S207,GapDown_AtSupport,3d ATM gap-support,drop,manually paused — excluded from new entries & reflected P&L,62,37,2,35,-38.6,-47.06,-63.64,-55.71,-6.06,-822.0,2,37,0,0,3,43.2
S407,RubberBand_ITM2,3d,drop,manually paused — excluded from new entries & reflected P&L,96,38,11,27,29.82,-47.73,-83.88,-61.54,266.42,33.0,7,33,0,0,7,26.3
S399,GapDown_OTM1,3d,drop,non-positive median return,139,44,19,25,14.92,-49.05,-84.64,-67.0,138.2,-82.0,7,33,9,1,7,36.4
S354,GapDown_5DTE,5d,drop,non-positive median return,83,45,15,30,-0.84,-52.31,-92.16,-76.47,138.3,-7.0,6,33,0,0,6,31.1
S351,GapDown_1DTE,1d,drop,non-positive median return,152,51,11,40,-8.92,-53.85,-81.63,-69.68,171.88,-274.0,9,33,4,1,7,25.5
S216,RSI_Oversold_Cross,3d ATM RSI x30,drop,non-positive median return,120,37,7,30,3.39,-55.32,-83.13,-75.81,137.38,-545.0,5,37,6,2,6,43.2
S203,GapUp_Fade,3d ATM gap-up fade (put),drop,manually paused — excluded from new entries & reflected P&L,112,40,4,36,-45.27,-55.91,-78.77,-67.43,-3.1,-797.0,8,37,2,1,8,35.0
S360,RubberBand_1DTE,1d,drop,manually paused — excluded from new entries & reflected P&L,114,49,5,44,-48.75,-56.41,-81.5,-70.37,-6.89,-913.0,8,33,0,0,12,22.4
S212,MA_Bounce_50,3d ATM MA bounce 50,drop,manually paused — excluded from new entries & reflected P&L,176,83,11,72,-44.99,-68.09,-98.15,-81.35,51.47,-2246.0,9,37,0,0,11,34.9
S363,RubberBand_5DTE,5d,drop,non-positive median return,71,32,13,19,-26.7,-68.84,-92.31,-88.94,87.99,-671.0,6,30,2,2,4,34.4
